Сол,Моҳ,Минтақа,Маҳсулот,Ҳаҷми замин (га),Ҳосилнокӣ (т/га),Истеҳсолот (т),Арзиш (сом/т),Воридот (т),Содирот (т),Истеъмолот (т),Худтаъминкуни (%),Ҳарорат (°C),Боришот (мм),Минтақаи иқлимӣ,Худтаъминкуни
2020,Феврал,Хатлон,Картошка,0.0,0.0,0.0,0.0,1822.5,0.0,4263.9,42.7,17.0,52.5,Водии,Не
2020,Март,Хатлон,Картошка,0.0,0.0,0.0,0.0,2048.1,0.0,4590.3,44.6,16.0,56.0,Водии,Не
2020,Апрел,Хатлон,Картошка,0.0,0.0,0.0,0.0,1725.1,0.0,5695.3,30.3,21.0,83.8,Водии,Не
2020,Май,Хатлон,Картошка,4120.1,25.33,104361.5,7990.83,0.0,57431.5,6229.1,60.0,26.1,76.5,Водии,Бале
2020,Июн,Хатлон,Картошка,4120.1,25.33,104361.5,7175.81,0.0,67866.7,6912.4,60.0,32.7,46.3,Водии,Бале
2020,Июл,Хатлон,Картошка,0.0,0.0,0.0,0.0,2271.7,0.0,6290.7,36.1,41.3,32.8,Водии,Не
2020,Август,Хатлон,Картошка,0.0,0.0,0.0,0.0,1942.0,0.0,6170.4,31.5,39.3,19.3,Водии,Не
2020,Сентябр,Хатлон,Картошка,4120.1,25.33,104361.5,7182.05,0.0,43354.2,4955.6,60.0,29.8,32.2,Водии,Бале
2020,Октябр,Хатлон,Картошка,0.0,0.0,0.0,0.0,2078.0,0.0,4825.4,43.1,29.4,56.6,Водии,Не
2020,Ноябр,Хатлон,Картошка,0.0,0.0,0.0,0.0,1590.0,0.0,4364.0,36.4,18.7,44.4,Водии,Не
2020,Декабр,Хатлон,Картошка,0.0,0.0,0.0,0.0,1991.8,0.0,4852.8,41.0,15.4,32.9,Водии,Не
2020,Январ,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4054.4,0.0,9507.9,42.6,11.5,21.4,Водии,Не
2020,Феврал,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,5144.2,0.0,11016.9,46.7,14.3,38.8,Водии,Не
2020,Март,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,5523.0,0.0,12293.1,44.9,17.8,56.4,Водии,Не
2020,Апрел,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4593.2,0.0,11557.0,39.7,28.0,72.9,Водии,Не
2020,Май,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,6536.0,0.0,13810.5,47.3,31.4,72.9,Водии,Не
2020,Июн,Хатлон,Сабзавот,9036.3,17.75,160355.1,4830.99,0.0,115199.8,15201.3,60.0,33.6,44.1,Водии,Бале
2020,Июл,Хатлон,Сабзавот,9036.3,17.75,160355.1,5146.06,0.0,134926.7,15698.7,60.0,38.5,37.6,Водии,Бале
2020,Август,Хатлон,Сабзавот,9036.3,17.75,160355.1,4859.17,0.0,80639.8,14553.0,60.0,30.4,25.7,Водии,Бале
2020,Сентябр,Хатлон,Сабзавот,9036.3,17.75,160355.1,4660.57,0.0,101890.4,12289.9,60.0,26.5,36.2,Водии,Бале
2020,Октябр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,4074.7,0.0,10410.9,39.1,23.5,44.2,Водии,Не
2020,Ноябр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,3823.5,0.0,9729.2,39.3,20.6,28.8,Водии,Не
2020,Декабр,Хатлон,Сабзавот,0.0,0.0,0.0,0.0,3725.0,0.0,10722.8,34.7,11.0,39.0,Водии,Не
2020,Январ,Хатлон,Гӯшт,0.0,0.0,10160.6,72942.04,0.0,2277.0,5036.6,60.0,12.6,33.2,Водии,Бале
2020,Феврал,Хатлон,Гӯшт,0.0,0.0,10160.6,91768.85,0.0,2504.9,5294.4,60.0,18.1,22.8,Водии,Бале
2020,Март,Хатлон,Гӯшт,0.0,0.0,10160.6,70214.38,0.0,3839.4,5535.8,60.0,15.7,66.2,Водии,Бале
2020,Апрел,Хатлон,Гӯшт,0.0,0.0,10160.6,82234.4,0.0,1547.9,6237.6,60.0,24.2,93.1,Водии,Бале
2020,Май,Хатлон,Гӯшт,0.0,0.0,10160.6,80459.1,0.0,1128.6,7024.8,60.0,33.7,70.1,Водии,Бале
2020,Июн,Хатлон,Гӯшт,0.0,0.0,10160.6,73913.47,0.0,1100.6,7645.2,60.0,35.9,40.9,Водии,Бале
2020,Июл,Хатлон,Гӯшт,0.0,0.0,10160.6,82734.33,0.0,2200.6,7244.3,60.0,37.3,34.7,Водии,Бале
2020,Август,Хатлон,Гӯшт,0.0,0.0,10160.6,76722.1,0.0,2494.8,7470.9,60.0,33.4,20.3,Водии,Бале
2020,Сентябр,Хатлон,Гӯшт,0.0,0.0,10160.6,84871.76,0.0,3451.2,5791.2,60.0,35.8,45.0,Водии,Бале
2020,Октябр,Хатлон,Гӯшт,0.0,0.0,10160.6,87246.01,0.0,2105.5,5451.5,60.0,26.3,54.4,Водии,Бале
2020,Ноябр,Хатлон,Гӯшт,0.0,0.0,10160.6,87739.46,0.0,2671.7,5803.2,60.0,23.1,45.2,Водии,Бале
2020,Декабр,Хатлон,Гӯшт,0.0,0.0,10160.6,78206.37,0.0,4803.5,4945.4,60.0,18.8,35.8,Водии,Бале
2020,Январ,Хатлон,Шир,0.0,0.0,40287.9,9713.95,0.0,15967.5,14779.7,60.0,12.7,36.3,Водии,Бале
2020,Феврал,Хатлон,Шир,0.0,0.0,40287.9,9273.85,0.0,21319.7,15239.7,60.0,15.5,42.8,Водии,Бале
2020,Март,Хатлон,Шир,0.0,0.0,40287.9,9402.4,0.0,10085.9,15522.9,60.0,20.6,61.9,Водии,Бале
2020,Апрел,Хатлон,Шир,0.0,0.0,40287.9,9266.57,0.0,19143.7,16136.1,60.0,21.9,68.4,Водии,Бале
2020,Май,Хатлон,Шир,0.0,0.0,40287.9,11541.45,0.0,18995.5,20401.2,60.0,32.7,68.3,Водии,Бале
2020,Июн,Хатлон,Шир,0.0,0.0,40287.9,10305.38,0.0,12807.8,21952.9,60.0,34.7,42.6,Водии,Бале
2020,Июл,Хатлон,Шир,0.0,0.0,40287.9,11552.24,0.0,13202.4,21823.5,60.0,36.6,26.8,Водии,Бале
2020,Август,Хатлон,Шир,0.0,0.0,40287.9,9203.25,0.0,21390.2,18138.6,60.0,41.1,25.8,Водии,Бале
2020,Сентябр,Хатлон,Шир,0.0,0.0,40287.9,10666.71,0.0,14204.4,19251.9,60.0,35.5,33.9,Водии,Бале
2020,Октябр,Хатлон,Шир,0.0,0.0,40287.9,9209.17,0.0,22211.1,16269.8,60.0,27.4,43.3,Водии,Бале
2020,Ноябр,Хатлон,Шир,0.0,0.0,40287.9,10383.8,0.0,14192.0,15089.6,60.0,15.2,60.0,Водии,Бале
2020,Декабр,Хатлон,Шир,0.0,0.0,40287.9,10559.38,0.0,22923.2,13851.4,60.0,16.0,44.4,Водии,Бале
2020,Январ,Суғд,Гандум,0.0,0.0,0.0,0.0,4738.0,0.0,10371.0,45.7,7.2,29.1,Нисбатан кӯҳӣ,Не
2020,Феврал,Суғд,Гандум,0.0,0.0,0.0,0.0,4523.6,0.0,9289.0,48.7,16.1,35.0,Нисбатан кӯҳӣ,Не
2020,Март,Суғд,Гандум,0.0,0.0,0.0,0.0,7208.4,0.0,11064.9,57.0,12.5,51.5,Нисбатан кӯҳӣ,Не
2020,Апрел,Суғд,Гандум,0.0,0.0,0.0,0.0,7162.6,0.0,12598.9,56.9,22.5,67.7,Нисбатан кӯҳӣ,Не
2020,Май,Суғд,Гандум,0.0,0.0,0.0,0.0,6795.9,0.0,11626.2,57.0,31.3,79.4,Нисбатан кӯҳӣ,Не
2020,Июн,Суғд,Гандум,37141.6,3.43,127505.4,5023.06,0.0,72385.9,13791.7,57.0,30.8,50.9,Нисбатан кӯҳӣ,Не
2020,Июл,Суғд,Гандум,37141.6,3.43,127505.4,4394.42,0.0,48466.6,14207.1,57.0,34.1,27.8,Нисбатан кӯҳӣ,Не
2020,Август,Суғд,Гандум,0.0,0.0,0.0,0.0,7732.7,0.0,12635.3,57.0,33.1,11.4,Нисбатан кӯҳӣ,Не
2020,Сентябр,Суғд,Гандум,0.0,0.0,0.0,0.0,7561.9,0.0,11455.6,57.0,25.2,29.6,Нисбатан кӯҳӣ,Не
2020,Октябр,Суғд,Гандум,0.0,0.0,0.0,0.0,4339.3,0.0,9609.3,45.2,18.3,52.9,Нисбатан кӯҳӣ,Не
2020,Ноябр,Суғд,Гандум,0.0,0.0,0.0,0.0,4714.0,0.0,9340.4,50.5,13.6,37.1,Нисбатан кӯҳӣ,Не
2020,Декабр,Суғд,Гандум,0.0,0.0,0.0,0.0,3813.5,0.0,8868.4,43.0,9.4,34.1,Нисбатан кӯҳӣ,Не
2020,Январ,Суғд,Картошка,0.0,0.0,0.0,0.0,3451.2,0.0,6777.1,50.9,9.7,24.4,Нисбатан кӯҳӣ,Не
2020,Феврал,Суғд,Картошка,0.0,0.0,0.0,0.0,4995.7,0.0,7738.0,57.0,9.0,39.9,Нисбатан кӯҳӣ,Не
2020,Март,Суғд,Картошка,0.0,0.0,0.0,0.0,3532.4,0.0,7495.2,47.1,15.8,47.9,Нисбатан кӯҳӣ,Не
2020,Апрел,Суғд,Картошка,0.0,0.0,0.0,0.0,5267.8,0.0,8734.1,57.0,20.2,84.6,Нисбатан кӯҳӣ,Не
2020,Май,Суғд,Картошка,6666.0,22.16,147744.0,5557.75,0.0,85534.3,9622.4,57.0,24.5,71.6,Нисбатан кӯҳӣ,Не
2020,Июн,Суғд,Картошка,6666.0,22.16,147744.0,5404.26,0.0,72546.5,9920.0,57.0,28.5,53.5,Нисбатан кӯҳӣ,Не
2020,Июл,Суғд,Картошка,0.0,0.0,0.0,0.0,5964.1,0.0,11001.5,54.2,34.4,42.2,Нисбатан кӯҳӣ,Не
2020,Август,Суғд,Картошка,0.0,0.0,0.0,0.0,4272.9,0.0,9468.8,45.1,30.3,32.4,Нисбатан кӯҳӣ,Не
2020,Сентябр,Суғд,Картошка,6666.0,22.16,147744.0,6438.47,0.0,124151.3,8546.7,57.0,23.6,36.1,Нисбатан кӯҳӣ,Не
2020,Октябр,Суғд,Картошка,0.0,0.0,0.0,0.0,3673.1,0.0,7498.5,49.0,25.0,43.4,Нисбатан кӯҳӣ,Не
2020,Ноябр,Суғд,Картошка,0.0,0.0,0.0,0.0,4931.2,0.0,7463.8,57.0,13.3,51.0,Нисбатан кӯҳӣ,Не
2020,Декабр,Суғд,Картошка,0.0,0.0,0.0,0.0,3926.8,0.0,6726.1,57.0,9.6,39.3,Нисбатан кӯҳӣ,Не
2020,Январ,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3313.8,0.0,7113.8,46.6,6.3,30.4,Нисбатан кӯҳӣ,Не
2020,Феврал,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3548.6,0.0,6230.0,57.0,11.7,25.3,Нисбатан кӯҳӣ,Не
2020,Март,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3266.4,0.0,7548.9,43.3,12.6,55.4,Нисбатан кӯҳӣ,Не
2020,Апрел,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4604.9,0.0,7845.2,57.0,19.0,73.6,Нисбатан кӯҳӣ,Не
2020,Май,Суғд,Сабзавот,0.0,0.0,0.0,0.0,5653.4,0.0,8728.0,57.0,32.1,65.2,Нисбатан кӯҳӣ,Не
2020,Июн,Суғд,Сабзавот,5998.4,15.53,93140.2,3740.69,0.0,33735.5,10604.8,57.0,36.3,42.7,Нисбатан кӯҳӣ,Не
2020,Июл,Суғд,Сабзавот,5998.4,15.53,93140.2,3902.73,0.0,33437.1,9168.2,57.0,36.5,46.6,Нисбатан кӯҳӣ,Не
2020,Август,Суғд,Сабзавот,5998.4,15.53,93140.2,4309.48,0.0,69736.7,8745.9,57.0,31.3,10.0,Нисбатан кӯҳӣ,Не
2020,Сентябр,Суғд,Сабзавот,5998.4,15.53,93140.2,4019.9,0.0,50826.9,8658.6,57.0,32.0,22.3,Нисбатан кӯҳӣ,Не
2020,Октябр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4646.4,0.0,8109.7,57.0,23.6,59.2,Нисбатан кӯҳӣ,Не
2020,Ноябр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,4062.7,0.0,6611.0,57.0,15.6,47.0,Нисбатан кӯҳӣ,Не
2020,Декабр,Суғд,Сабзавот,0.0,0.0,0.0,0.0,3117.1,0.0,6279.8,49.6,13.5,31.2,Нисбатан кӯҳӣ,Не
2020,Январ,Суғд,Гӯшт,0.0,0.0,8454.8,68428.45,0.0,3228.3,4546.8,57.0,5.0,36.1,Нисбатан кӯҳӣ,Не
2020,Феврал,Суғд,Гӯшт,0.0,0.0,8454.8,75579.1,0.0,2700.9,4510.1,57.0,10.5,25.0,Нисбатан кӯҳӣ,Не
2020,Март,Суғд,Гӯшт,0.0,0.0,8454.8,73295.02,0.0,3346.9,4494.3,57.0,16.7,62.2,Нисбатан кӯҳӣ,Не
2020,Апрел,Суғд,Гӯшт,0.0,0.0,8454.8,62665.39,0.0,2113.0,5286.2,57.0,24.9,85.8,Нисбатан кӯҳӣ,Не
2020,Май,Суғд,Гӯшт,0.0,0.0,8454.8,77987.83,0.0,2106.7,5986.5,57.0,26.7,82.7,Нисбатан кӯҳӣ,Не
2020,Июн,Суғд,Гӯшт,0.0,0.0,8454.8,73665.29,0.0,1430.7,6782.1,57.0,27.2,48.8,Нисбатан кӯҳӣ,Не
2020,Июл,Суғд,Гӯшт,0.0,0.0,8454.8,64700.26,0.0,1133.2,6353.9,57.0,27.3,21.9,Нисбатан кӯҳӣ,Не
2020,Август,Суғд,Гӯшт,0.0,0.0,8454.8,70155.52,0.0,2259.0,5803.1,57.0,29.1,38.4,Нисбатан кӯҳӣ,Не
2020,Сентябр,Суғд,Гӯшт,0.0,0.0,8454.8,64850.31,0.0,1980.5,4989.2,57.0,24.6,38.2,Нисбатан кӯҳӣ,Не
2020,Октябр,Суғд,Гӯшт,0.0,0.0,8454.8,62081.12,0.0,2430.4,4877.4,57.0,22.3,41.1,Нисбатан кӯҳӣ,Не
2020,Ноябр,Суғд,Гӯшт,0.0,0.0,8454.8,71207.12,0.0,3837.7,4181.8,57.0,17.7,46.6,Нисбатан кӯҳӣ,Не
2020,Декабр,Суғд,Гӯшт,0.0,0.0,8454.8,61601.53,0.0,1819.1,4065.2,57.0,9.9,35.9,Нисбатан кӯҳӣ,Не
2020,Январ,Суғд,Шир,0.0,0.0,31024.6,9008.2,0.0,11227.5,11395.1,57.0,8.1,27.3,Нисбатан кӯҳӣ,Не
2020,Феврал,Суғд,Шир,0.0,0.0,31024.6,8716.69,0.0,16870.2,11581.5,57.0,7.4,49.0,Нисбатан кӯҳӣ,Не
2020,Март,Суғд,Шир,0.0,0.0,31024.6,9363.65,0.0,7938.3,10860.9,57.0,12.3,65.8,Нисбатан кӯҳӣ,Не
2020,Апрел,Суғд,Шир,0.0,0.0,31024.6,9584.6,0.0,6920.4,11932.0,57.0,16.3,85.7,Нисбатан кӯҳӣ,Не
2020,Май,Суғд,Шир,0.0,0.0,31024.6,9496.09,0.0,7927.3,13246.4,57.0,26.3,61.4,Нисбатан кӯҳӣ,Не
2020,Июн,Суғд,Шир,0.0,0.0,31024.6,8142.89,0.0,13463.4,14954.6,57.0,27.2,30.0,Нисбатан кӯҳӣ,Не
2020,Июл,Суғд,Шир,0.0,0.0,31024.6,9794.95,0.0,13093.7,15354.8,57.0,30.8,17.5,Нисбатан кӯҳӣ,Не
2020,Август,Суғд,Шир,0.0,0.0,31024.6,9227.11,0.0,8876.0,14757.5,57.0,30.6,24.2,Нисбатан кӯҳӣ,Не
2020,Сентябр,Суғд,Шир,0.0,0.0,31024.6,9824.0,0.0,6578.6,13895.9,57.0,30.0,37.1,Нисбатан кӯҳӣ,Не
2020,Октябр,Суғд,Шир,0.0,0.0,31024.6,9228.64,0.0,12237.0,11444.8,57.0,18.8,48.5,Нисбатан кӯҳӣ,Не
2020,Ноябр,Суғд,Шир,0.0,0.0,31024.6,8355.27,0.0,11397.5,12504.4,57.0,16.2,53.2,Нисбатан кӯҳӣ,Не
2020,Декабр,Суғд,Шир,0.0,0.0,31024.6,8183.49,0.0,6395.2,10165.9,57.0,15.3,42.9,Нисбатан кӯҳӣ,Не
2020,Январ,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1261.5,0.0,1377.1,5.0,-4.0,19.8,Кӯҳӣ,Не
2020,Феврал,ВМКБ,Гандум,0.0,0.0,0.0,0.0,918.9,0.0,1355.1,5.0,-1.1,29.0,Кӯҳӣ,Не
2020,Март,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1152.9,0.0,1423.6,5.0,-2.0,68.4,Кӯҳӣ,Не
2020,Апрел,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1409.9,0.0,1671.9,5.0,9.4,85.6,Кӯҳӣ,Не
2020,Май,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1241.3,0.0,1631.2,5.0,11.5,69.2,Кӯҳӣ,Не
2020,Июн,ВМКБ,Гандум,5735.9,0.65,3750.7,939.06,0.0,142.2,1885.4,5.0,16.1,35.0,Кӯҳӣ,Не
2020,Июл,ВМКБ,Гандум,5735.9,0.65,3750.7,1063.77,0.0,150.3,1851.1,5.0,21.0,17.4,Кӯҳӣ,Не
2020,Август,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1216.7,0.0,1750.0,5.0,13.1,30.0,Кӯҳӣ,Не
2020,Сентябр,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1343.0,0.0,1546.1,5.0,15.3,48.6,Кӯҳӣ,Не
2020,Октябр,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1537.3,0.0,1557.7,5.0,6.9,51.7,Кӯҳӣ,Не
2020,Ноябр,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1172.1,0.0,1334.0,5.0,-5.0,53.4,Кӯҳӣ,Не
2020,Декабр,ВМКБ,Гандум,0.0,0.0,0.0,0.0,1514.2,0.0,1464.6,5.0,-3.7,35.2,Кӯҳӣ,Не
2020,Январ,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1698.7,0.0,1734.9,5.0,-5.2,27.5,Кӯҳӣ,Не
2020,Феврал,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1529.2,0.0,1647.7,5.0,-1.7,31.5,Кӯҳӣ,Не
2020,Март,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1944.1,0.0,2015.8,5.0,2.0,67.1,Кӯҳӣ,Не
2020,Апрел,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1394.0,0.0,2082.5,5.0,2.3,88.5,Кӯҳӣ,Не
2020,Май,ВМКБ,Картошка,1640.6,4.22,6926.0,1469.96,0.0,336.3,2610.8,5.0,10.8,88.4,Кӯҳӣ,Не
2020,Июн,ВМКБ,Картошка,1640.6,4.22,6926.0,1393.83,0.0,367.9,2794.3,5.0,17.7,35.8,Кӯҳӣ,Не
2020,Июл,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1731.2,0.0,2464.2,5.0,15.4,23.9,Кӯҳӣ,Не
2020,Август,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1453.9,0.0,2180.2,5.0,17.7,17.0,Кӯҳӣ,Не
2020,Сентябр,ВМКБ,Картошка,1640.6,4.22,6926.0,1367.54,0.0,421.9,2076.0,5.0,14.9,39.6,Кӯҳӣ,Не
2020,Октябр,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1481.5,0.0,2045.4,5.0,4.9,51.3,Кӯҳӣ,Не
2020,Ноябр,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1664.1,0.0,1940.9,5.0,-1.8,40.0,Кӯҳӣ,Не
2020,Декабр,ВМКБ,Картошка,0.0,0.0,0.0,0.0,1510.6,0.0,1900.7,5.0,0.1,46.4,Кӯҳӣ,Не
2020,Январ,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,840.9,0.0,1169.1,5.0,-8.7,31.6,Кӯҳӣ,Не
2020,Феврал,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1012.2,0.0,1145.9,5.0,-1.9,30.1,Кӯҳӣ,Не
2020,Март,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1384.8,0.0,1347.2,5.0,2.8,65.3,Кӯҳӣ,Не
2020,Апрел,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1030.9,0.0,1261.4,5.0,6.8,79.7,Кӯҳӣ,Не
2020,Май,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1023.5,0.0,1374.3,5.0,10.8,69.9,Кӯҳӣ,Не
2020,Июн,ВМКБ,Сабзавот,971.2,2.96,2872.4,1082.87,0.0,82.2,1618.7,5.0,15.9,54.8,Кӯҳӣ,Не
2020,Июл,ВМКБ,Сабзавот,971.2,2.96,2872.4,1066.73,0.0,109.4,1549.3,5.0,22.3,36.6,Кӯҳӣ,Не
2020,Август,ВМКБ,Сабзавот,971.2,2.96,2872.4,999.29,0.0,93.0,1559.2,5.0,18.6,26.2,Кӯҳӣ,Не
2020,Сентябр,ВМКБ,Сабзавот,971.2,2.96,2872.4,810.06,0.0,115.1,1329.7,5.0,13.0,41.5,Кӯҳӣ,Не
2020,Октябр,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,975.1,0.0,1283.0,5.0,6.9,47.5,Кӯҳӣ,Не
2020,Ноябр,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1085.0,0.0,1249.5,5.0,-0.7,49.9,Кӯҳӣ,Не
2020,Декабр,ВМКБ,Сабзавот,0.0,0.0,0.0,0.0,1057.1,0.0,1035.6,5.0,-7.2,43.6,Кӯҳӣ,Не
2020,Январ,ВМКБ,Гӯшт,0.0,0.0,2792.8,12875.48,0.0,101.3,1233.2,5.0,-5.1,33.0,Кӯҳӣ,Не
2020,Феврал,ВМКБ,Гӯшт,0.0,0.0,2792.8,11756.83,0.0,43.2,1419.7,5.0,-3.5,30.6,Кӯҳӣ,Не
2020,Март,ВМКБ,Гӯшт,0.0,0.0,2792.8,13338.42,0.0,122.2,1432.1,5.0,0.6,56.0,Кӯҳӣ,Не
2020,Апрел,ВМКБ,Гӯшт,0.0,0.0,2792.8,12195.89,0.0,46.7,1713.9,5.0,6.0,85.2,Кӯҳӣ,Не
2020,Май,ВМКБ,Гӯшт,0.0,0.0,2792.8,13486.81,0.0,69.8,1771.1,5.0,10.4,71.9,Кӯҳӣ,Не
2020,Июн,ВМКБ,Гӯшт,0.0,0.0,2792.8,12995.55,0.0,30.2,2103.7,5.0,15.0,39.3,Кӯҳӣ,Не
2020,Июл,ВМКБ,Гӯшт,0.0,0.0,2792.8,15672.12,0.0,27.2,2132.6,5.0,21.7,33.6,Кӯҳӣ,Не
2020,Август,ВМКБ,Гӯшт,0.0,0.0,2792.8,12516.41,0.0,60.7,1894.0,5.0,16.9,19.6,Кӯҳӣ,Не
2020,Сентябр,ВМКБ,Гӯшт,0.0,0.0,2792.8,12011.55,0.0,73.9,1551.2,5.0,14.2,34.8,Кӯҳӣ,Не
2020,Октябр,ВМКБ,Гӯшт,0.0,0.0,2792.8,11731.85,0.0,77.4,1443.1,5.0,5.5,37.3,Кӯҳӣ,Не
2020,Ноябр,ВМКБ,Гӯшт,0.0,0.0,2792.8,14756.53,0.0,107.1,1480.6,5.0,-4.8,44.6,Кӯҳӣ,Не
2020,Декабр,ВМКБ,Гӯшт,0.0,0.0,2792.8,12126.49,0.0,134.9,1280.4,5.0,-1.7,33.2,Кӯҳӣ,Не
2020,Январ,ВМКБ,Шир,0.0,0.0,9927.8,1549.52,0.0,394.0,3475.1,5.0,-8.0,27.8,Кӯҳӣ,Не
2020,Феврал,ВМКБ,Шир,0.0,0.0,9927.8,1824.92,0.0,448.1,3648.6,5.0,-7.6,46.2,Кӯҳӣ,Не
2020,Март,ВМКБ,Шир,0.0,0.0,9927.8,1539.84,0.0,543.1,3625.3,5.0,1.7,63.1,Кӯҳӣ,Не
2020,Апрел,ВМКБ,Шир,0.0,0.0,9927.8,1675.54,0.0,417.0,4588.4,5.0,10.5,96.6,Кӯҳӣ,Не
2020,Май,ВМКБ,Шир,0.0,0.0,9927.8,1582.07,0.0,377.0,4825.3,5.0,7.8,66.1,Кӯҳӣ,Не
2020,Июн,ВМКБ,Шир,0.0,0.0,9927.8,1952.71,0.0,187.3,5586.7,5.0,18.5,39.8,Кӯҳӣ,Не
2020,Июл,ВМКБ,Шир,0.0,0.0,9927.8,1650.79,0.0,341.6,5257.6,5.0,23.0,31.0,Кӯҳӣ,Не
2020,Август,ВМКБ,Шир,0.0,0.0,9927.8,1570.44,0.0,383.5,4511.6,5.0,18.4,21.1,Кӯҳӣ,Не
2020,Сентябр,ВМКБ,Шир,0.0,0.0,9927.8,1915.68,0.0,296.0,4264.4,5.0,8.6,48.4,Кӯҳӣ,Не
2020,Октябр,ВМКБ,Шир,0.0,0.0,9927.8,1714.11,0.0,439.4,3950.9,5.0,6.6,61.8,Кӯҳӣ,Не
2020,Ноябр,ВМКБ,Шир,0.0,0.0,9927.8,1802.67,0.0,225.5,3977.2,5.0,3.5,39.6,Кӯҳӣ,Не
2020,Декабр,ВМКБ,Шир,0.0,0.0,9927.8,1854.25,0.0,244.7,3939.4,5.0,-0.2,41.2,Кӯҳӣ,Не
2020,Январ,НТҶ,Гандум,0.0,0.0,0.0,0.0,5933.1,0.0,5248.0,25.0,6.5,19.6,Мухталиф,Не
2020,Феврал,НТҶ,Гандум,0.0,0.0,0.0,0.0,5149.3,0.0,5695.4,25.0,13.9,35.6,Мухталиф,Не
